137044,100
139016,100
145851,100
146894,100
147704,100
154468,100
155330,100
155452,100
155742,100
156019,100
156315,100
156339,100
156975,100
157460,100
157810,100
158339,100
158476,100
159671,100
159857,100
160258,100
164495,100
164930,100
165246,100
166006,100
166203,100
166216,100
166605,100
166690,100
166974,100
167557,100
167852,100
168958,100
169440,100
169614,100
170093,100
170490,100
170501,100
170715,100
170912,100
171329,100
172323,100
173906,100
174577,100
174968,100
175476,100
175480,100
175857,100
176652,100
177223,100
177634,100
178499,100
187646,100
